"Space","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138"
"S0",444.2954406738281,449.9394226074219,455.0224304199219,457.0145568847656,457.0513000488281,452.1312255859375,450.17266845703125,455.6866455078125,456.32281494140625,456.5577392578125,457.069091796875,460.2114562988281,456.6918640136719,454.277587890625,458.0790710449219,459.732666015625,459.8358459472656,457.1112060546875,458.56378173828125,460.8055725097656,462.6841735839844,461.9809875488281,461.31378173828125,463.95660400390625,464.0824890136719,464.1068420410156,462.9985656738281,462.3804016113281,462.7348937988281,463.35980224609375,462.1263427734375,462.3561706542969,457.3801574707031,458.69573974609375,456.4784851074219,455.1283874511719,455.20477294921875,458.834716796875,455.5625915527344,451.8741149902344,449.27886962890625,444.1788330078125,439.5826416015625,423.2112121582031,414.2940368652344,409.9936828613281,412.3494873046875,398.6192626953125,391.4013977050781,401.8897399902344,365.7093505859375,309.839599609375,282.6860046386719,246.7826385498047,244.3921356201172,247.72137451171875,243.6787567138672,230.28399658203125,192.7235107421875,177.3354949951172,199.90213012695312,171.40020751953125,106.27304077148438,130.0536651611328,125.37238311767578,122.72039031982422,129.20181274414062,137.44638061523438,133.40237426757812,145.64739990234375,104.29194641113281,109.06240844726562,102.03202056884766,90.83109283447266,95.9963607788086,101.35693359375,97.23532104492188,61.65739822387695,68.16890716552734,90.36404418945312,122.13198852539062,105.9413833618164,89.05302429199219,84.59478759765625,88.13123321533203,69.12506103515625,54.967193603515625,66.1756362915039,81.66471099853516,99.65715789794922,90.5603256225586,130.82383728027344,79.6247329711914,50.349456787109375,78.52965545654297,108.61365509033203,119.33670806884766,142.0325927734375,136.01963806152344,123.58514404296875,86.46543884277344,91.69151306152344,144.46385192871094,160.6289520263672,155.66558837890625,188.48309326171875,199.27392578125,196.08689880371094,236.79173278808594,275.1997375488281,317.1783447265625,332.2294921875,332.3194580078125,336.4819641113281,339.7883605957031,351.5140380859375,358.8247375488281,348.35101318359375,340.11968994140625,363.9261779785156,371.6489562988281,372.80499267578125,377.431884765625,379.03680419921875,385.2300109863281,402.9379577636719,395.5707702636719,393.7314147949219,400.8935241699219,407.2353515625,407.21710205078125,401.97625732421875,397.6490478515625,412.3120422363281,386.15667724609375,366.1781005859375,386.84765625,421.77655029296875,418.9118347167969
"S1",444.2954406738281,449.9394226074219,455.0224304199219,457.0145568847656,457.0513000488281,452.1312255859375,450.17266845703125,455.6866455078125,456.32281494140625,456.5577392578125,457.069091796875,460.2114562988281,456.6918640136719,454.277587890625,458.0790710449219,459.732666015625,459.8358459472656,457.1112060546875,458.56378173828125,460.8055725097656,462.6841735839844,461.9809875488281,461.31378173828125,463.95660400390625,464.0824890136719,464.1068420410156,462.9985656738281,462.3804016113281,462.7348937988281,463.35980224609375,462.1263427734375,462.3561706542969,457.3801574707031,458.69573974609375,456.4784851074219,455.1283874511719,455.20477294921875,458.834716796875,455.5625915527344,451.8741149902344,449.27886962890625,444.1788330078125,439.5826416015625,423.2641296386719,414.3106689453125,410.02655029296875,412.3494873046875,398.6192626953125,391.4013977050781,401.8897399902344,365.7093505859375,309.839599609375,282.6860046386719,247.04510498046875,244.54412841796875,248.39199829101562,243.7752685546875,230.81199645996094,194.8813934326172,178.51101684570312,202.61880493164062,182.30641174316406,123.74944305419922,143.64218139648438,146.06021118164062,149.25308227539062,156.43496704101562,156.84896850585938,159.69058227539062,185.2830047607422,141.36383056640625,137.4286651611328,133.87303161621094,129.46348571777344,120.12691497802734,110.736328125,113.64410400390625,77.43025970458984,76.27828979492188,94.70581817626953,124.54551696777344,112.1123046875,93.7155990600586,94.52754974365234,102.96823120117188,75.12240600585938,61.08573913574219,76.98662567138672,91.0298080444336,118.31250762939453,94.00862121582031,138.42684936523438,93.150390625,54.8271484375,89.90015411376953,120.37596893310547,132.48924255371094,165.5446319580078,163.58914184570312,158.4979248046875,130.50213623046875,144.83624267578125,164.3148956298828,193.89845275878906,175.8885955810547,190.8177490234375,204.55224609375,197.50196838378906,237.72467041015625,275.26007080078125,317.22979736328125,332.2460632324219,332.338134765625,336.5033874511719,339.7883605957031,351.5596618652344,358.8247375488281,348.4076232910156,340.1578063964844,363.9609375,371.66827392578125,372.8480529785156,377.46038818359375,379.06622314453125,385.2300109863281,402.9379577636719,395.5707702636719,393.7314147949219,400.8935241699219,407.2353515625,407.21710205078125,401.97625732421875,397.6490478515625,412.3120422363281,386.15667724609375,366.2304382324219,386.84765625,421.77655029296875,418.9118347167969
"S2",444.24249267578125,449.9394226074219,455.0224304199219,457.0103759765625,457.0513000488281,452.08074951171875,450.1190185546875,455.62054443359375,456.2286071777344,456.5022277832031,457.0374755859375,460.1514892578125,456.58660888671875,454.1910400390625,457.9533996582031,459.7196960449219,459.8358459472656,457.1112060546875,458.56378173828125,460.8055725097656,462.6841735839844,461.9809875488281,461.31378173828125,463.95660400390625,464.0824890136719,464.1068420410156,462.9985656738281,462.3096923828125,462.69805908203125,463.2698059082031,462.0357666015625,462.3007507324219,457.3801574707031,458.69573974609375,456.4784851074219,455.1283874511719,455.20367431640625,458.834716796875,455.5625915527344,451.8741149902344,449.27886962890625,444.17352294921875,439.5194091796875,423.1318054199219,414.1989440917969,409.8924255371094,412.302001953125,398.5146179199219,391.2735900878906,401.7714538574219,365.3543395996094,308.5677795410156,281.3186950683594,244.43505859375,242.62074279785156,246.13922119140625,240.3516387939453,224.57589721679688,186.46067810058594,169.0796661376953,200.30850219726562,181.3428955078125,119.07598876953125,141.14349365234375,141.44606018066406,146.77024841308594,152.9376983642578,154.2775421142578,157.4208526611328,183.8018035888672,138.7488555908203,134.1700897216797,130.56932067871094,126.84656524658203,113.75720977783203,103.4402084350586,107.36540985107422,63.15738296508789,68.46037292480469,63.65985870361328,66.94686126708984,94.5147476196289,84.62084197998047,84.73336029052734,95.64990234375,60.679229736328125,52.670616149902344,67.09566497802734,88.442626953125,106.55155181884766,87.30187225341797,133.40135192871094,83.51842498779297,53.380985260009766,86.86397552490234,116.24685668945312,131.70513916015625,163.81707763671875,162.7388153076172,158.2171630859375,129.63792419433594,144.69029235839844,163.89488220214844,193.30812072753906,172.94871520996094,189.3916778564453,203.61013793945312,196.6962890625,237.49032592773438,275.1533508300781,317.13812255859375,332.1928405761719,332.27496337890625,336.4434509277344,339.7883605957031,351.4779357910156,358.8246154785156,348.36834716796875,340.1578063964844,363.9609375,371.66827392578125,372.8480529785156,377.4112243652344,379.01580810546875,385.2300109863281,402.7420349121094,395.2964172363281,393.4916687011719,400.763671875,407.02374267578125,407.0762023925781,401.6457824707031,397.430419921875,412.0897216796875,385.2773132324219,365.7862548828125,386.8017578125,421.6416015625,418.7462158203125
"S3",392.6047668457031,393.188720703125,401.9373779296875,405.2109375,404.3970947265625,401.4712219238281,401.56793212890625,398.0555114746094,395.3105163574219,399.3680114746094,402.4623718261719,410.4819030761719,408.9472961425781,402.63250732421875,405.5506896972656,407.7503662109375,408.9952697753906,407.2767639160156,411.5118408203125,411.88653564453125,413.9896240234375,418.7897644042969,416.86541748046875,424.4849853515625,427.75335693359375,427.49188232421875,426.8416748046875,428.73370361328125,429.1371154785156,430.23687744140625,429.5394592285156,428.94110107421875,424.5174255371094,426.889892578125,423.8175048828125,420.84332275390625,415.2386474609375,419.9826965332031,418.2699890136719,416.3676452636719,413.50335693359375,401.9087219238281,389.5962829589844,372.7766418457031,348.85321044921875,342.16766357421875,336.8120422363281,310.279296875,266.1492919921875,255.53494262695312,241.92764282226562,198.48236083984375,177.54043579101562,166.50978088378906,175.62997436523438,170.0613250732422,132.66326904296875,112.72827911376953,121.98155212402344,102.4306411743164,128.2041473388672,140.59739685058594,94.68101501464844,129.83006286621094,123.46843719482422,137.33184814453125,137.48863220214844,134.12347412109375,141.24093627929688,175.7530059814453,122.86703491210938,122.43350219726562,120.03270721435547,119.81832885742188,97.64208221435547,87.80252838134766,94.75399780273438,39.43678283691406,54.71831512451172,27.213428497314453,24.577985763549805,75.775146484375,68.18596649169922,78.59929656982422,75.05525207519531,27.354694366455078,13.74549674987793,46.082454681396484,78.70463562011719,78.78372192382812,54.456382751464844,85.3381576538086,49.618873596191406,33.27912521362305,66.70536804199219,91.16224670410156,120.07811737060547,146.59027099609375,149.48948669433594,145.91476440429688,114.09138488769531,138.5112762451172,157.79971313476562,183.1814422607422,135.06381225585938,93.23584747314453,125.68630981445312,142.89395141601562,137.4346160888672,165.16827392578125,144.5132293701172,179.29954528808594,185.83763122558594,203.67263793945312,225.29351806640625,232.39356994628906,241.43759155273438,232.70187377929688,248.2799072265625,276.2515869140625,282.88848876953125,283.3446960449219,289.0874328613281,268.2329406738281,255.87240600585938,313.4024963378906,315.4972839355469,316.7877197265625,327.6246337890625,336.912841796875,340.86932373046875,338.0876159667969,335.5646057128906,332.951904296875,301.677490234375,306.0668640136719,335.709716796875,355.247802734375,365.27471923828125
"S4",281.2915954589844,270.3834533691406,283.6139221191406,295.7699890136719,286.06317138671875,297.4786071777344,308.6317443847656,295.9988708496094,285.7837219238281,290.339111328125,302.9556579589844,310.4828186035156,321.80328369140625,307.5167236328125,306.36505126953125,316.3495178222656,309.97247314453125,308.8284606933594,317.1079406738281,321.61151123046875,319.6171875,336.5171813964844,338.2464599609375,344.9974670410156,351.50653076171875,353.4238586425781,351.5702209472656,354.7017517089844,354.5543212890625,353.82489013671875,354.9042663574219,349.42523193359375,346.5884704589844,346.670654296875,337.2362976074219,336.732177734375,335.0915222167969,331.1305847167969,330.7336730957031,329.3664855957031,322.39678955078125,308.4499206542969,284.8192138671875,248.9100799560547,210.6689910888672,166.02105712890625,149.5516357421875,119.05565643310547,78.78553009033203,71.87720489501953,81.99353790283203,77.06158447265625,60.586673736572266,65.40135192871094,62.35728073120117,73.57872772216797,77.3900146484375,71.43904113769531,79.19230651855469,59.065940856933594,51.526771545410156,55.7849235534668,67.00099182128906,71.89905548095703,35.118438720703125,38.22669982910156,64.43185424804688,20.443195343017578,25.315601348876953,75.32276153564453,53.26422882080078,73.63438415527344,89.17877960205078,97.97245788574219,88.86050415039062,99.18635559082031,95.17236328125,-41.60077667236328,-100.29712677001953,79.67324829101562,73.80703735351562,94.9201889038086,82.3011703491211,85.08094024658203,75.81109619140625,69.24102020263672,64.51785278320312,73.59990692138672,74.31781005859375,74.49656677246094,86.67406463623047,96.5182876586914,91.99215698242188,51.598209381103516,16.140701293945312,84.63440704345703,107.32589721679688,126.8529281616211,133.92324829101562,117.324462890625,113.89544677734375,130.46311950683594,116.79573059082031,120.34713745117188,118.99010467529297,118.65460968017578,127.96243286132812,119.4853515625,124.61164855957031,119.801513671875,96.90503692626953,105.81592559814453,107.67525482177734,104.6625747680664,111.9233169555664,113.03974914550781,83.536376953125,151.2393035888672,148.5011749267578,135.45034790039062,147.39273071289062,130.37130737304688,152.01788330078125,112.37845611572266,57.843746185302734,172.9786376953125,182.1386260986328,197.98023986816406,180.8265380859375,209.24838256835938,204.6561737060547,221.4331512451172,208.88526916503906,200.29092407226562,191.22584533691406,193.59503173828125,224.07301330566406,227.85716247558594,245.33416748046875
"S5",251.95391845703125,251.23333740234375,265.8813781738281,270.12744140625,281.13543701171875,274.24053955078125,293.8863525390625,286.2596435546875,272.7376403808594,270.72882080078125,256.7950439453125,266.1199645996094,309.26983642578125,310.455322265625,308.128173828125,333.3778381347656,320.270263671875,310.42864990234375,335.7319030761719,327.915283203125,335.5704650878906,337.138671875,331.742431640625,335.9682922363281,344.6480712890625,338.8964538574219,343.3772277832031,336.2147521972656,331.8606262207031,336.300537109375,337.8009033203125,333.7035827636719,332.9991149902344,334.5096740722656,330.3130187988281,335.7543640136719,343.8814697265625,341.6483459472656,337.0888671875,339.1929626464844,336.602783203125,318.4297180175781,281.90496826171875,254.26004028320312,251.1273651123047,191.16128540039062,203.65740966796875,138.04421997070312,106.2302474975586,113.01698303222656,89.81964874267578,81.8705062866211,59.87339401245117,81.1141128540039,81.19800567626953,102.23929595947266,137.85589599609375,134.18002319335938,136.03790283203125,75.42609405517578,78.20616149902344,106.14753723144531,141.60585021972656,137.91473388671875,124.8536605834961,145.4615478515625,152.2870330810547,78.23820495605469,84.55399322509766,150.04507446289062,137.53567504882812,154.7141571044922,153.3653564453125,158.13006591796875,140.00592041015625,152.8995361328125,165.17416381835938,139.15965270996094,160.2057647705078,162.33009338378906,150.6597442626953,143.01025390625,117.31993865966797,126.3870620727539,152.32489013671875,149.63316345214844,144.45191955566406,142.41615295410156,119.26133728027344,110.00904083251953,171.9566650390625,183.47775268554688,178.79466247558594,166.72543334960938,160.8900146484375,166.0063018798828,172.40850830078125,162.78546142578125,182.2513885498047,169.72328186035156,168.31024169921875,183.36788940429688,169.75306701660156,174.55210876464844,158.25198364257812,161.62315368652344,140.25457763671875,146.0074462890625,140.11929321289062,159.77955627441406,136.42381286621094,119.56631469726562,129.97132873535156,156.49436950683594,159.9790496826172,156.41090393066406,157.7966766357422,172.95034790039062,150.3813018798828,136.49400329589844,149.48268127441406,128.18695068359375,150.55198669433594,123.95146179199219,114.21851348876953,168.9594268798828,178.08038330078125,185.13726806640625,178.2047882080078,185.31503295898438,172.96974182128906,193.0254364013672,199.13406372070312,195.06968688964844,186.79653930664062,185.45962524414062,190.5538330078125,203.00921630859375,206.47283935546875
"S6",211.9208984375,248.5642547607422,244.78175354003906,225.3761749267578,263.49749755859375,264.2007141113281,295.514892578125,289.6640930175781,285.9276428222656,278.770751953125,278.123291015625,285.7241516113281,313.7907409667969,319.73187255859375,320.8138732910156,330.97430419921875,322.26190185546875,332.9430847167969,338.20135498046875,336.7191162109375,334.4910583496094,336.5464782714844,334.4444580078125,337.2576599121094,344.5740661621094,344.8555603027344,342.4266357421875,342.2178649902344,346.94561767578125,344.07354736328125,343.33453369140625,342.8466491699219,339.36859130859375,339.52032470703125,338.8848571777344,343.2647705078125,345.0633850097656,343.3929443359375,338.47674560546875,339.1318054199219,337.6859436035156,315.9337463378906,284.9312438964844,276.06097412109375,258.7821044921875,198.64599609375,209.93719482421875,178.76287841796875,170.52676391601562,193.11544799804688,150.30755615234375,154.97340393066406,129.79425048828125,139.54473876953125,172.11085510253906,182.09686279296875,187.76197814941406,190.99281311035156,191.3211669921875,179.04505920410156,187.53363037109375,193.46087646484375,197.70054626464844,189.75790405273438,188.3480987548828,187.96849060058594,186.98934936523438,154.88870239257812,175.89291381835938,196.92869567871094,198.2648468017578,196.2200164794922,168.97537231445312,173.19259643554688,157.52694702148438,163.0106201171875,196.57408142089844,198.0673828125,216.2588348388672,181.6102294921875,181.8660888671875,195.93804931640625,188.68124389648438,197.30694580078125,195.31849670410156,205.42694091796875,213.7826690673828,212.44482421875,209.81224060058594,201.78941345214844,201.8360137939453,211.74468994140625,202.48745727539062,190.9139404296875,193.87445068359375,202.18048095703125,193.26527404785156,183.8549041748047,212.24234008789062,190.15408325195312,191.91616821289062,201.08560180664062,176.35719299316406,191.806640625,196.56185913085938,210.7054443359375,185.16290283203125,162.6829071044922,169.89915466308594,165.06787109375,153.8521728515625,154.45352172851562,173.5041961669922,172.33572387695312,159.49049377441406,158.4375457763672,156.90960693359375,170.99972534179688,148.30621337890625,154.62127685546875,143.62353515625,122.35639953613281,146.34832763671875,128.32765197753906,138.07022094726562,168.33888244628906,173.28663635253906,172.6245574951172,156.09104919433594,171.32469177246094,164.82827758789062,167.11351013183594,184.0067596435547,187.80694580078125,189.37637329101562,184.0572052001953,173.1387176513672,190.5873260498047,183.04905700683594
"S7",227.63909912109375,262.0536804199219,244.55419921875,238.21038818359375,265.33868408203125,286.6113586425781,300.1893615722656,292.8359069824219,293.8304443359375,293.54620361328125,301.9079895019531,302.695068359375,317.4005126953125,325.6720275878906,321.8841857910156,337.3564453125,331.07647705078125,337.0799560546875,344.8134460449219,346.1576232910156,342.4285888671875,343.8885192871094,344.71624755859375,350.8022766113281,355.2995300292969,352.5108337402344,350.1811218261719,349.38726806640625,352.58203125,350.4869384765625,351.7307434082031,354.3833312988281,350.2372131347656,347.5567321777344,348.5126953125,348.4051208496094,350.4578552246094,348.0943298339844,342.2842102050781,341.3280334472656,341.4480895996094,318.1829833984375,298.47247314453125,291.5572509765625,270.1746826171875,216.21316528320312,214.8670654296875,196.7254638671875,185.81814575195312,195.00083923339844,157.8871307373047,159.2900848388672,141.73333740234375,142.8010711669922,181.5972442626953,188.64422607421875,191.01046752929688,191.61013793945312,189.82798767089844,180.7947235107422,190.7884521484375,193.27711486816406,198.099609375,194.54110717773438,193.22093200683594,191.48455810546875,189.3427276611328,165.30203247070312,183.27169799804688,196.8010711669922,201.15589904785156,195.10784912109375,166.0089874267578,171.1821746826172,153.97738647460938,161.7955780029297,196.10862731933594,199.05703735351562,216.88621520996094,180.9447021484375,181.56031799316406,191.54541015625,186.9254913330078,195.47515869140625,195.1113739013672,206.5389404296875,215.9127960205078,214.89076232910156,212.3699951171875,203.07113647460938,203.2168426513672,213.63348388671875,202.73751831054688,193.4037628173828,196.8795166015625,202.83230590820312,190.58169555664062,183.17161560058594,209.82826232910156,187.9777374267578,191.5425262451172,197.88392639160156,173.67153930664062,188.44927978515625,195.83128356933594,210.03118896484375,179.34060668945312,157.85540771484375,161.6222686767578,166.25070190429688,152.24154663085938,152.2672882080078,174.18031311035156,170.173828125,153.3873748779297,159.46241760253906,151.6251220703125,163.97630310058594,142.2422637939453,149.06236267089844,142.45083618164062,116.4933853149414,140.206787109375,127.58443450927734,137.24374389648438,161.07151794433594,140.90740966796875,148.01278686523438,159.85975646972656,160.60105895996094,162.11309814453125,145.6237335205078,157.19729614257812,156.39541625976562,169.4893035888672,177.2580108642578,174.38296508789062,179.96405029296875,174.59962463378906
"S8",286.7853088378906,287.9502868652344,281.4251708984375,292.8865966796875,298.5517578125,317.8753662109375,333.8677978515625,335.84747314453125,324.94329833984375,326.005126953125,328.7544250488281,329.990478515625,335.80926513671875,336.59014892578125,343.35467529296875,350.697998046875,350.39581298828125,355.6082763671875,359.4871520996094,358.7391357421875,354.903076171875,360.23419189453125,356.4020690917969,363.8229675292969,364.1081237792969,357.9412841796875,365.8199462890625,362.61773681640625,361.2333984375,363.70928955078125,365.5547790527344,361.2998352050781,354.4399719238281,353.8215637207031,354.0444641113281,350.3758544921875,350.3505859375,351.7215576171875,342.2448425292969,336.7879943847656,332.9048156738281,318.96258544921875,315.1231689453125,302.4663391113281,275.1020812988281,223.09658813476562,218.35043334960938,201.7963104248047,186.05274963378906,188.99420166015625,156.63754272460938,158.7869110107422,141.77076721191406,141.75323486328125,181.19979858398438,183.74734497070312,181.16966247558594,186.88949584960938,184.0180206298828,180.10720825195312,189.6876983642578,191.72634887695312,192.36993408203125,189.4130096435547,189.9280242919922,182.9575958251953,182.85711669921875,162.67002868652344,180.7582550048828,190.98109436035156,197.95254516601562,180.66090393066406,132.9651336669922,125.32437133789062,126.78772735595703,142.4266357421875,182.51876831054688,196.51052856445312,208.52734375,151.27037048339844,130.29547119140625,184.87591552734375,184.66543579101562,187.8520965576172,189.73023986816406,202.8347625732422,213.35279846191406,212.34349060058594,211.36573791503906,197.53045654296875,196.8741455078125,205.37832641601562,188.87193298339844,185.38580322265625,189.23681640625,192.47943115234375,174.9159393310547,178.15777587890625,196.9620361328125,175.4903106689453,183.91387939453125,181.16079711914062,146.00315856933594,158.6300506591797,189.16673278808594,204.70123291015625,164.63600158691406,139.84100341796875,143.4025421142578,147.05308532714844,144.09918212890625,148.43650817871094,170.31068420410156,153.97032165527344,119.23570251464844,92.90292358398438,121.91400146484375,104.22273254394531,132.3437957763672,145.92013549804688,141.3978271484375,117.94898223876953,142.1436767578125,130.15980529785156,137.75770568847656,156.55279541015625,141.29681396484375,150.0186767578125,159.03305053710938,153.90724182128906,142.20855712890625,144.22052001953125,153.9103546142578,153.6491241455078,171.03143310546875,191.6543731689453,209.9748992919922,196.55062866210938,160.9727020263672
"S9",285.9761047363281,288.126953125,282.25213623046875,293.7865295410156,298.76544189453125,317.602783203125,334.1014404296875,335.392578125,325.3066711425781,326.1312255859375,329.2065734863281,329.7228088378906,334.5747985839844,335.31365966796875,342.640625,351.111083984375,350.7322998046875,355.740234375,359.218994140625,358.5997009277344,355.33465576171875,360.5798034667969,357.0946044921875,364.2727355957031,364.3730163574219,358.67816162109375,366.2501220703125,361.7279052734375,360.431640625,362.82659912109375,365.8499755859375,361.048828125,351.8443603515625,352.921142578125,351.90447998046875,346.9163818359375,351.0654296875,351.5111083984375,339.78448486328125,333.7350769042969,332.4917297363281,322.2917175292969,314.9715881347656,300.6099853515625,273.79949951171875,222.31918334960938,213.78050231933594,186.81243896484375,159.80174255371094,128.30484008789062,108.41315460205078,115.56562805175781,99.73910522460938,107.02972412109375,128.62290954589844,129.0897216796875,119.53727722167969,98.51175689697266,78.05462646484375,79.63397979736328,101.93273162841797,84.14324188232422,99.55747985839844,125.7746353149414,121.53197479248047,110.6607894897461,118.12419128417969,101.18566131591797,122.4041976928711,118.44426727294922,115.95479583740234,75.63642883300781,35.52998352050781,42.81317901611328,41.326324462890625,60.44838333129883,90.31897735595703,105.7534408569336,99.2361831665039,67.9592514038086,69.04228210449219,76.62122344970703,79.03540802001953,83.0400161743164,95.5525131225586,110.0766830444336,129.09893798828125,132.18539428710938,136.0069580078125,120.47607421875,115.79114532470703,146.48101806640625,123.3080062866211,125.40064239501953,133.41912841796875,122.5356216430664,100.70252990722656,102.3335189819336,118.9103012084961,94.29350280761719,104.10602569580078,113.48611450195312,63.667030334472656,63.07878875732422,69.83934020996094,89.90608215332031,114.5003433227539,109.07817077636719,91.83055877685547,82.57107543945312,100.60441589355469,102.0278091430664,123.27989196777344,101.7970199584961,87.08067321777344,79.66901397705078,93.07806396484375,73.57460021972656,111.90567016601562,106.79564666748047,119.92170715332031,129.90933227539062,127.67941284179688,128.61114501953125,127.1430892944336,94.26378631591797,131.94015502929688,147.71429443359375,155.7517547607422,146.27774047851562,138.02630615234375,141.66648864746094,149.9064483642578,150.68650817871094,169.22776794433594,190.5503387451172,207.82080078125,194.83416748046875,159.65829467773438
