V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144
102.7072496421457,90.41709561637853,92.20972104999893,82.15088008836997,83.02660903742115,86.17179062167583,84.00465615879305,73.68371284994782,74.74443000792854,65.79494630436119,75.9125674593474,75.33663419564294,64.29869132058046,67.77830200504775,69.62489028657853,59.709183851984186,61.54041297762427,72.16400543546288,82.47673725261366,77.36122072950923,64.16118797121887,62.05749233426096,59.3097711331804,66.44928975980247,61.654680058486406,61.83524110222285,60.99653359511012,61.60451954815004,59.169928549786434,63.55264018429702,54.57195589948551,57.80927804195317,63.01958223659505,59.43844947718027,57.82007547427899,62.255670146921815,57.441074969660995,70.7532004163877,67.87017579335868,74.21899795168565,76.35420925614498,82.33680991834002,85.38899459344695,83.0349204454036,107.81622973243734,116.357506727491,123.37423753031182,126.23830699856389,141.38038065436265,142.19293317145153,153.46226177633406,198.3305059373683,235.12948466119968,265.1463056668104,278.52156321079366,260.000981548942,284.818389513368,284.521048832953,281.2205359242227,342.0372457697698,312.1915277429008,332.547394874377,366.4964332150924,432.57930340744537,375.5130408262341,387.7887795774775,380.1051484218867,395.50821448208103,383.2847168304732,403.8549418116923,389.65420203291933,425.5001488391359,406.2147160771741,433.9130442983729,454.79536689457467,421.18120790673936,408.3478979442259,435.1965598735069,465.73833143358934,436.50936314771985,424.0679499898556,379.2782746471568,424.2713859904103,410.7548169819702,447.0765962003838,385.8921054019544,432.5183354266643,468.8662517284951,451.1475471822009,415.0893228549627,425.7961128873863,384.2396487478303,399.103141466893,447.555034759406,453.3857975501495,407.92733392515805,420.3961241458028,383.3154742480444,409.9935102329565,399.7176420940255,448.66651388473827,487.8345707995454,453.6670374942992,380.75269908273964,395.5440187003814,368.8117275170511,368.7874053688364,397.71949250285616,363.1096923763468,336.3720402800276,300.15719413710457,278.3889835490291,265.8862127607377,261.1131474031524,248.27734094567649,260.80584406956893,224.63910254480373,232.05041397510408,248.71546728214187,213.41771285684644,224.18163924994545,222.88954965785354,206.06851073936664,170.68282150407956,201.03747222790702,230.78456091317773,150.2330035214521,166.19991564162214,170.51196910897798,165.91631579375996,148.112349251055,155.30955188569638,150.28196087453236,155.2566720249284,119.6162465138349,164.98384601216347,161.54543171575108,135.45760201954508,133.13638320271053,137.73952415725552,126.3277740502774,116.6979386326528,117.64503798522549,133.16800662403386
53.600178190012024,47.81621774789479,37.35353571732348,37.48990205512455,39.78767704147408,37.76610204344935,49.0046282173129,37.44842597233798,40.291007959346054,38.224270115630155,37.44842597233793,35.79403500456601,35.97578363824017,41.80925203949883,36.115836738945774,36.021165934113185,32.95145301755795,32.675033579051174,39.14016735962808,35.65788811694685,33.17836449692325,33.269348538851155,33.82196796568278,30.426547101661253,32.8567822127253,30.79373113191405,30.748348836040982,33.36011313059728,33.8258741787692,28.087296032525053,33.269348538851204,31.804518630926427,29.92321618378923,38.26965241150321,30.657584244294902,35.657888116946886,36.38834996436601,35.24532179082096,31.391952304800526,36.710151698745825,40.10947877585379,42.26698121131584,45.84024449592501,49.42522641979368,70.93230900074927,64.19510089511604,73.8443689126951,63.10158068071243,82.46331836582934,80.72206901939781,68.41565441138933,134.25689494774008,186.22743614951153,181.54524724833487,240.9330726433687,196.92137477289901,204.44223944799762,205.04068007106525,229.9968171384529,307.0018830095517,272.78797703408475,244.58472352991942,284.52570846255185,469.6524703219106,367.23656662400924,381.4620729990367,343.57588782067864,398.10912425822863,312.8692345176057,396.55331030837556,380.261724440178,427.5617953800317,420.11387594259406,436.2302527923076,456.1558896431516,395.01377956141437,410.0266292688122,439.49321353161463,504.4971638760906,458.282581274285,474.9493830490912,410.54365387750175,430.39678439104915,408.6580063169133,467.18879100445804,394.14870697757016,418.4195450432288,509.2914040358216,470.1636136659988,430.0033102299911,428.791462482054,345.76248934912184,390.69574627805247,441.429246851992,458.90533697652063,419.1421944644758,409.1415867191713,372.3571730817531,371.8121466309131,329.243772551377,432.6782761745063,404.2476722906114,347.40125546454817,322.2379574334103,333.2942960732356,299.14749796081395,258.7344318150008,294.28312152559926,258.3279662037013,217.73556537613536,166.11961176462933,149.97589142331074,152.14164518530905,156.1724181915535,147.8754899229813,140.35462524788215,132.37146683733468,117.91926843312427,158.85322151068348,125.97146586824543,120.48955664489353,113.35128140221222,119.44185762672673,105.98806973172324,107.97598107313442,89.79874764434905,96.34661414031713,100.67790221413281,96.2675681878305,82.12545287873975,89.25372119350858,79.8354903185632,99.70077837173399,84.97606674210273,69.88026486913223,131.88920313608995,113.04295390846809,68.82800128733331,65.19785651777349,79.88868504060923,61.44306404967213,61.38986932762614,60.20145885820801,55.2919195773021
95.77657690256079,103.66010377245651,87.08696764709555,82.58513052022023,90.98334789536497,90.53159241284682,91.85454050009045,91.91988410233044,100.18627955588506,96.32569434590928,87.29244384233537,86.32185484094488,76.27147183833355,89.90939166293444,81.80092581381561,84.56092444011354,74.92903453523729,78.81710272245483,86.21544421569743,83.3629954004063,82.810993972686,73.42912584305675,72.86976356267567,67.17480044532981,67.48240497208451,64.04345217834997,65.74670247023454,66.45442904248121,65.28783635802887,64.36583108216631,63.48429484273127,68.72029660121004,64.47514552056953,66.49611541802032,64.47146607231637,70.7570362301268,69.6225921666178,74.8875262320676,72.08473088611977,76.68659858377896,79.04907397243934,82.9414534173599,92.2298830142815,102.80139154820036,125.63212679995208,144.33474259336793,150.3182466585326,150.36542450603577,181.48990113590725,213.95243829249,209.25023099308183,238.7835640473437,282.7136929423131,299.7681448985826,341.5015464506197,305.05654615478716,306.67006800733617,326.1748415664589,317.6971965937928,360.8264889999389,359.5815473378292,365.23824393267796,385.2011553086149,562.9929534020811,425.1764430552133,431.0620028728579,398.9992688054742,460.0837638268009,425.29139165123394,492.85797785015626,420.6048045391495,540.143167484956,471.547316496132,476.91349075607496,474.8786016250477,477.1045346863138,476.9546704760703,487.9076345809394,537.1327373484044,587.7089764203331,563.986264740157,488.769169901495,472.6956114547483,460.5511287606077,468.9923314461088,465.8049035961118,516.0426566838348,625.119321186093,512.2088726537193,514.7347713035301,470.8156405531717,448.23811152679025,452.3008977893299,518.4261968871075,481.9743347519872,527.5879773673731,476.64747077499,438.7585746390523,440.6928852815728,408.6304103271987,484.66917930290606,478.75976164510354,387.75022081512003,371.4794778404247,398.15975068461296,403.4309632179378,395.6922504449382,372.9399096763352,362.0377954566111,304.1124694042762,346.92772871862337,304.637752569214,303.35777491189094,291.15533515091454,256.17848838343104,261.22691126645117,228.65571737775483,250.58300204509734,246.87834877857767,208.49886939481286,206.8201276747998,201.3420602903422,201.89866549912142,195.6852924375095,240.73828074323043,180.05530424857102,170.79374355758847,172.1068372353215,169.61910372219435,147.590159447436,155.99398019771877,137.56874412530038,156.97229099330326,155.96945054572225,167.30351600220976,215.53298174170047,161.65562522018269,137.5926054487413,124.62288039501863,121.25852312386276,129.4046216697263,113.50469091176387,104.45367490735067,96.86322906646302
208.37432642771967,237.7300764957515,214.8637670738241,199.34732038562709,216.4966560553945,221.39825483998152,202.62775754775893,221.41584587869758,242.62287976096218,232.83327186750557,209.17211035651053,211.6009209503836,182.2019860788296,205.43849973835324,197.71256908743376,205.87887631199757,183.8506037825906,196.9019882762227,203.42367916000836,200.995938089352,205.051773985238,178.9420717952106,177.3307752153598,167.498259248295,161.779146449689,156.9079355862164,161.96185149030666,158.51923216607074,156.92659614819692,164.220753925946,148.7336256356334,167.51291844723616,160.96083964233276,149.5324790877106,159.3602008984194,167.47773636977536,164.23727544147692,182.38762295926003,181.38954295106097,183.03895344816596,186.3058009346137,196.91771699844963,214.88028858937437,240.9176793969942,270.59881004310125,346.72040939927757,332.77493718467485,357.99462215935716,418.01990965814,504.22721072926316,521.3205647132191,476.0469513633155,512.9786774697758,567.0229874549332,575.6829661875447,547.4381847183215,546.7839223896597,592.7683174453588,514.1192095547973,508.66604774510495,565.1754199248576,638.7239259352092,619.7451831069275,738.7439341662474,583.6831747978806,569.1607751132985,560.1985462765751,626.0942258116569,680.0145524628846,714.8690649204352,558.0762638798835,791.3532058010959,619.8397472589388,600.6839179813169,560.1201102530264,668.5098632896684,642.8730329992659,623.8892509263717,655.1280273319364,880.7035787170025,768.8647417019442,672.1834908588961,600.5694913185606,611.2187285062977,523.5633292711352,663.4269215907949,751.9848265521479,880.9100152056157,645.297373681324,714.0941663770224,601.575574052767,696.9765807546795,631.7397658856635,708.1827760981852,594.0280703496477,783.8093950895075,660.0400072224834,638.7508818263224,644.3752980473395,619.8448656598757,669.3196355393858,686.0806065998167,525.5813742923636,530.205087036939,570.8117869655707,674.7554614123974,697.565172300718,581.8136532253485,619.5165532420893,520.7229919528514,738.3071835162597,648.1019221931973,634.021276976888,582.3606455544633,511.9853916179722,529.0075037425701,446.3611967519219,538.0001205004734,455.1431046829076,400.91902149688957,406.0583382687735,405.1612870665373,381.6714274814806,400.9681707639786,518.0941620092916,378.83057409957667,353.3642529418865,344.5067775441302,343.36419132347555,306.1619435322608,320.73922373796586,278.9800725459035,306.11210225592794,325.3015755388843,376.63998168334666,411.4305097291121,293.88995913541606,295.1606466053386,276.3538977125257,237.20002096150347,295.1166690085849,245.2938249846318,224.07906510626026,206.4483071057432
240.28344915760445,247.92538885290708,212.26323407251647,226.0439866755448,213.58983488240173,223.00059372749442,221.40278880312815,212.21068423759056,227.63448636972586,210.09043425058042,235.71861813434404,233.56671200711446,179.2493127568693,209.75656712321233,190.70096214278206,187.4862751110192,186.38910143465208,188.73511827996398,189.37161006010118,201.40493491957,190.462963732294,172.477487260047,176.334741951518,166.342745284379,162.3983736517238,164.68739160953788,168.0673152528143,160.8986664791824,162.902295115157,166.8769702534442,160.758965311731,162.30623947797585,165.81776675716503,155.82074918163167,159.380284736853,168.48237807140805,165.45002185130576,172.29769729283308,179.42858214380252,173.2772321569255,178.5315423117221,184.66390546922855,206.2557763501943,226.51154895075632,304.8146461314432,309.01168424559665,472.43752536262633,453.0477030352278,347.64047163428086,427.3797735407701,446.10883170719256,397.45843365388765,418.62337445986446,443.938827370436,454.2519773741767,437.27968327082016,444.9614326902234,457.2598901779229,439.7009791091412,417.66069394950745,450.58369961204073,494.33206921189117,479.1606911426029,530.5143710703869,467.4224301933738,483.2061657974762,467.7108174517788,470.6093380365498,516.4558572207872,549.6448716037839,414.2604012047107,573.8628172509403,469.2645912642917,460.0782509272447,433.9847564718659,489.5613879774778,475.6181017942577,471.34994578617807,648.6368149204734,578.3712258081397,540.4943730284004,514.0283620428376,430.09277856337013,479.2012026172187,431.07252848077883,498.3099616782731,547.3301771593522,617.1169311603743,493.2199681986916,522.2666253302049,481.48036838111295,493.3344438453611,482.0546389462422,506.25884322770287,545.0107634689065,546.9647940755401,489.92813878301763,446.8768345042471,460.9598698372794,450.11046489124857,483.5964339981182,489.47724630390536,415.35861577606187,423.8523021397167,427.9964311008496,484.245049844964,495.3505118591285,420.678776652473,466.7851737508827,395.21188290862494,529.3607078979617,483.161663178754,472.57488710427424,462.27788161267813,424.80882630457813,414.54469033697643,419.156139857722,409.5413265983602,374.51593943225754,361.54003541077265,356.5310863331613,370.4436567666393,343.4518933736822,362.5141926503571,470.2961439569863,328.87144064501786,315.81147792374435,292.20958089806055,319.0589718187008,294.10085927325287,324.12209695299447,286.2128167511393,289.26619380613306,296.6815922507301,322.56843076316983,343.30907744268717,305.2270261694616,278.87061716858295,308.01494046604824,248.839378480666,294.99609155754405,314.85677014437,307.5081804329454,320.23307925458244
287.33716557070943,272.6432631213564,222.4282817515604,274.047654418574,232.67663042802522,234.4109643173918,241.95724571715488,213.4348137366605,223.08215333139773,210.74218738396,274.04039464570974,266.5967300640391,185.98512786977975,214.58335260639598,193.50945788098971,175.98231170200458,194.67059766550383,192.58689869094837,181.2112370450262,203.90393641995828,179.74401328187903,172.90620431500213,184.0941949347776,172.2212958065186,166.5696652955933,178.33315878545082,175.80141723873783,167.03113245873726,176.4972620523981,172.359851081027,173.68882453813896,164.6826099551051,175.96775793253394,165.77867056855828,168.05531778453437,171.3953046213823,166.87109913311457,168.40025852361688,181.2443772821788,169.72974334288003,177.18536993864694,181.74821793991669,203.4595741509179,231.18149439864362,328.95731771012333,277.00592528905503,562.7075464247791,502.33939833269324,323.1430061512942,380.61912054946856,380.13832487688876,361.5483370287055,370.1154379476365,384.99268109693514,366.2592413917054,389.2831123810737,369.93748576855666,354.2279372767168,387.0459632383445,365.5900290263286,393.74324769835476,392.68117162552875,371.5840987973362,357.8757515117968,388.611440267927,426.1188917546896,396.112504539542,351.5887106940349,415.6148616731648,412.81765577872034,321.2944553998309,402.90229969042844,350.6468615363852,361.3593045569578,349.78914036518813,352.7833208088091,345.67685078787133,358.8087524865754,623.1063406523662,328.0315664137946,355.06885538528456,388.81226507768145,314.8670835502683,388.9672738450032,369.61421058979727,381.62611661289617,377.4729572754961,389.75441429702516,379.443519224704,383.750672610847,385.5239773960191,344.71303943966996,377.5367481505872,347.93685701315553,474.9623471520019,363.2210293469866,362.2433192781742,327.27198322131136,338.4371449852347,324.7157008219697,354.5049260664901,339.970368278588,349.3311777415349,359.5429115279242,331.75632303370236,341.558552280386,352.07261280434597,322.2178940894184,366.1575464173928,325.1405872302323,363.94776640049366,369.63012496266987,363.5610204804286,376.7046281638538,373.31121198940525,347.68178068023894,435.8454031065316,325.1389756697158,338.9151558332975,365.2512104921946,343.51697812699825,374.72511897724263,348.8251569914398,353.535595754419,442.1562745912312,322.53782060455654,315.1009544910032,297.98958373392196,341.9060732993216,310.3367481629815,355.7511369534184,321.0493423789693,303.00060431786113,306.1548609162105,297.85898808393296,303.83978083672156,347.2603506343471,288.1510054006482,348.0365944141863,297.5868850560742,320.0700132654385,384.9396905950257,411.08645902488695,456.6640772848253
294.4318611760861,249.82843053436545,223.24295332688843,324.181601795183,251.39516998433876,234.56371028083052,192.57455597356508,204.7133452773925,228.41848412918338,270.0239032290225,276.49746608566466,284.2353769838733,179.3677456705364,163.06409007328958,194.4177389916944,150.74020251164524,166.26237480423674,210.55907517149004,150.03389587913824,168.32260209788618,160.4378517885034,152.96034267370328,164.7598595752108,162.4203348860588,145.1605027232953,156.8995645712861,151.313717084701,153.44968129324675,170.70039968165662,157.84890874640013,151.86768782230425,158.61939167182038,158.45810109761555,140.07350499575605,148.47484547120422,142.35816176599138,138.2118597306446,145.98865992555434,148.58059758218363,149.0466843136653,141.1414718002926,144.4975582872718,178.91945426493947,252.26358710947167,208.54280533219034,211.34252634107563,273.18803645999543,226.8535502292507,415.9967773656904,398.7598535092341,255.74548490861324,484.93307781227753,417.908856594447,549.2955238760393,314.2583817037289,401.37134954939853,271.9553122502639,310.07784427472933,307.81370035398146,324.7308539782831,493.0639459882058,339.8095496092902,320.9778041464134,276.7543661055434,332.07042817283167,302.47334809798275,287.1191753754072,306.7880139736215,403.85453192258643,319.6788650708599,289.4122066045197,316.0257974327627,284.4556171244073,307.0891907705668,296.6077097176641,331.1025364854796,279.15002693557085,301.71405973839603,312.43207289026805,290.64202570063674,291.40128981152543,328.6311349636517,340.9572060504823,363.4119373935575,294.0957826259008,299.9457770984801,317.5735351301097,331.9351240416358,325.6243912354069,399.4679982437604,298.68475191083616,279.9672315935133,288.4008895255452,294.97475125937297,309.05894519684347,314.3603262598958,286.1483457336202,329.0227162408691,300.3461513552536,300.5959059534984,318.68610457769876,286.19104013345077,311.40568502673324,285.12442254723953,323.9717753255559,298.22459951310964,354.5528863926445,329.54052295646136,353.9905078990243,322.2416684008326,318.4994475922384,402.1476491014329,394.2584199793442,316.0663403358952,326.2405443716211,315.1665775315881,333.35969836062566,315.5486325344074,340.7604445779599,429.0176875438589,337.0255825371975,389.1512262479634,378.4126389808719,365.2248525326404,385.247105825388,376.6368070781762,356.21301260775186,409.8560335045953,477.70491737158227,327.93502955075024,327.2786718025553,365.0772790878015,336.0064966436075,345.2490564623545,332.93965961942365,350.45549815224564,330.42732522218176,317.9148986647861,283.609727938194,371.3013205672032,355.3741149285308,331.305931846383,451.8682193130781,555.3464443202341
289.0908827431298,259.0658308089732,268.798118449522,276.4170360828584,269.2603450816028,250.61535644832935,206.90614550561332,206.6154767627607,200.6611323929069,224.1536703365139,203.77180183136514,212.45550564888933,195.02281927305341,172.55309191052586,177.1327594442592,171.54262638092865,191.40566571590102,159.32761057841995,160.12175719030444,155.48517610666562,160.44830259140628,164.64927830493284,158.91069783644193,159.59682957382128,153.72050723077476,144.89242792683066,161.15764779545393,150.3201878642285,140.46813633793877,147.84500608874043,148.77616702805526,146.93139439114586,151.759225092532,137.1450280095224,148.0776265769384,141.56715870871525,142.8339575883025,156.4141984678974,147.08209436604832,154.53790660367721,160.51978826443042,157.9931504020353,237.1313472884852,188.5544302020114,198.89556284959448,235.5079277722864,305.2591335584672,244.81000326853223,263.8165523229086,273.6120201775043,259.0835271355826,322.06906054011307,271.957873557534,345.5806334663486,283.5659914410958,264.99627472745914,291.22685575207726,260.4446864986722,258.7273865229074,267.34213771584257,269.2571139028322,263.1961588342057,248.94111085267588,282.1387735031257,274.90591160963595,255.40092251841878,288.58809008707755,274.50427887142916,294.0011355627648,270.70045135527295,265.09892530126774,246.71759616724086,288.6697720694887,363.01081665960805,291.48345214265936,347.2722725173474,258.9530402171734,282.77785155082586,233.05568230012676,261.0203755607679,364.6235256401021,265.87592682717224,261.0752526982856,265.0113445686056,283.8491186557615,264.9195840977793,251.38630011387397,260.25862475784106,263.7320760373064,251.23034062328375,278.1304326073563,263.1151337619661,264.2724323350393,286.77627780236344,281.1497528789406,272.74518042767806,262.2404060545326,307.7331910837106,258.22560658118954,284.5672316913281,294.7983944000325,263.6672627111517,304.4897837086984,323.29085412646515,293.3994799904207,242.9705966402582,276.11527229986945,368.8638343264169,316.9327688112914,342.00411576318294,318.95526213013943,331.3440845698768,312.6368873202771,293.32970886575094,337.43696745890395,402.78290438982435,339.10484984865457,388.763015639434,355.8077940730706,336.07005713323883,345.4893287402099,382.7081214435786,341.8953960347944,369.880361889587,357.4138905838215,325.37958980568584,353.2655361615519,383.0874215964741,355.63557833618046,332.9830714324846,353.3445040506542,361.13544583009696,389.8014819879656,351.7218058949597,333.41466798382316,338.5093568307342,323.4307111657713,352.8666968607048,362.2402906926187,333.0611667756805,359.9436696102173,347.6292580708175,306.9549628260586,346.5220215012737
273.95319111359436,232.0133006999659,266.0697709743895,259.8962241088701,231.51076318996547,209.77633722958888,209.55730177634703,207.12554890344805,195.97398366560162,202.6956363668661,185.74933267138528,193.8341923808563,189.70907598370894,184.15778371881535,196.47901569993343,169.13798766178172,164.82135497208844,159.61662158379573,168.35131960611537,148.7871168187537,154.2877033031301,150.82877089362722,151.61830655990445,146.45827072521092,137.8416495100243,142.67175871583873,146.84254124317263,145.49787955428505,142.92373998265427,144.12041032947886,142.5305650163206,134.24540867093498,137.82194292221956,133.19772665847168,138.491593637769,137.41787945921786,145.2554009657771,149.9973833271809,151.28646680150797,161.59436520237819,161.84173236676833,168.24555890022808,202.1566262704506,184.20201095510777,197.61769406851937,231.2824649876642,280.31215110403866,263.01326678060457,284.040575332527,301.5009678041912,346.02827791613055,322.50693486434903,310.4278087916111,350.0543912283968,310.8412093496204,299.8089372697049,305.0101679651938,315.220575926328,347.3372761020182,366.9602271082183,335.0298760296813,307.92170700539975,346.36830592055736,330.7305882209475,290.64114964877683,316.4722184369293,330.69376422836024,307.5106846850029,331.3659925950358,307.9107135559697,323.7432403407046,319.5299837670477,371.99834663011666,418.6371581874724,362.6383172037479,393.88168140826775,346.7555356144232,345.6805598497348,321.5923856754317,356.2121272887435,387.508855185074,355.7905291844802,348.5589456136456,353.5452750481585,360.01885318376594,347.42740090616854,305.94330823343773,333.6451154798743,315.72278225999963,326.5320319223473,373.54347831915595,318.148541231567,329.3356554605238,354.2860347348292,338.0681965158987,330.1966880466836,348.0824929589678,386.3996294079963,348.8908512126496,372.942480877581,382.0643483721758,326.8813645945079,384.6416883597125,407.05276404629456,407.9321532718987,398.4372929488802,337.5296714798731,350.2310938992271,351.8000408781043,415.39645494801204,363.97867917476606,375.4984403430558,358.3294515737806,351.9250289197159,376.613555963368,416.9069853552907,383.44743843468865,423.70825007279683,380.4016928768041,389.8024766707902,377.8078644562737,380.0926759475807,358.1303298717987,365.5138646741351,354.75417539400075,415.37473292657376,362.5724046737936,344.9005393366227,349.0635091428203,329.70942402051793,352.3456106107043,348.2231994766666,350.68697562063136,341.6768717108012,324.9823049740415,319.0385463360421,321.4655462818346,319.5539630132392,336.03824557437235,342.0810099308749,343.0040520363818,375.46692835908357,288.2376913561788,302.0681667273278
282.319211651785,255.72057192866578,258.0093178950436,244.69725398746127,264.7014841625044,232.77256642423578,202.6975836877197,192.301918832352,207.7926636367436,202.06976293361046,194.36460768081903,197.15513004486118,177.4713263847334,190.06684316577787,188.88063235745784,166.46161064783968,173.06403470046388,167.6108460034743,165.5872799287479,179.67067666071264,171.94850588496223,153.70777188936373,173.72741494880026,161.21222083193217,162.44038899467444,164.33475723528602,168.49298011339303,159.21748393825956,163.11368006797846,154.8270466142979,151.07755757990702,148.91613125679854,153.34877323461117,166.9738528650283,157.07265291314772,154.45559134343335,168.0261479761038,166.21902499504347,175.48702739000007,187.75334343154728,198.16665637253948,179.085147156272,197.19735545483886,244.3155839387762,225.63292169176452,249.3803781483392,311.5818939461677,320.2413639845065,363.14689334318837,420.88782397662777,442.35352707194295,463.8122023948886,496.406076871375,451.5143538135464,476.40151919863,464.50253435629287,472.1446374340639,580.0734221272849,514.9248995847024,515.7716710646217,615.5966253327329,600.974711071526,654.1740007450719,557.9438891036875,531.851487676295,608.5930874018877,533.2189906388332,568.8201567514598,543.5892220754948,518.6020951057079,539.956024742397,535.7348208127788,569.2051628085906,576.9388096389775,586.478297678567,555.4638945245216,563.0328553353679,588.5541766305985,580.4459647790436,650.6991980190232,514.0239605446745,623.6971706706343,661.3718974211039,568.6338345033231,649.3616133724597,587.7401207948282,576.9415184490061,577.2900185201523,570.7229641552314,544.6473106815337,557.2983761481609,554.8577482442035,562.0673525215584,590.9406183559491,522.6973426823964,566.1139602937051,652.4684175661243,625.8048096823424,624.358904831191,608.5355128966053,677.5450104074946,561.7576990819335,550.4007265889978,730.646302513514,688.2575396088793,676.8299802986171,555.7171297850363,565.9986857984853,594.7556957581417,666.644234863502,522.6166276758845,486.56659563257966,497.9960174322011,521.7544966929261,496.97850913767695,464.2755806807862,446.2345931284815,463.6139345324645,469.1493463496979,433.3313149400849,425.6493770354135,391.1777382718587,448.6584136408553,447.4234221260657,451.0664265247194,508.84137697161583,418.12535539605335,398.49421682061654,444.07042992609564,432.86944856768935,464.64600265117906,447.24229346920936,420.4080506283687,411.6149057450072,366.70265365172475,339.60695197606105,339.3834175887313,339.10578123238116,341.09909133604214,391.4466320817013,324.4289365972977,339.3487276950634,361.3318838464951,288.44085130423434
